lable,text
4,خوب بود امکانات درون اتاق سخت بود و کار با تلویزیون هوشمند که منوها و اطلاعات نیز روی آن بود برای سالمندان مثل پازل حل کردن بود
4,یکی ازشون کتری برقی نداشت. برای استراحت ساعتی عالی بود. چک این خیلی طول میکشه
4,تنهامشکل بازنشدن پنجره هاوعدم وجودهوای تازه بود
5,اتاقها و حوله ها و ملحفه ها تمیز بود - کیفیت و سرویس دهی غذای رستوران عالی بود - تهویه اتاق مناسب بود. برخورد کارکنان مناسب بود.
5,همه چيز عالي مخصوصا رستوران با انواع غذاهاي مختلف بسيار از شما سپاسگزاريم بابت خدمات خوب شما فقط نبود سرويس چاي و كتري برقي در اتاق به نظر من لازم هست از انجا كه همه مسافر و خسته هستند يك چاي داغ در تخت هتل بسيار لذت بخش هست اميدوارم هميشه موفق باشيد
2,متوسط
5,خيلي عالي بود اقامت راحتي داشتيم
4,در بخش امکانات تخت ها جالب نبودند.متاسفانه تخت ها قدری فرسوده شده اند ولی بقیه قسمتها من جمله پذیرش و رستوران خوب بودند.
5,موقعیت عالی برای مسافرین فرودگاه امام خمینی
5,عالی
4,فقط موقع پذیرش خیلی معطل شدیم.
1,متاسفانه در هنگام چک این و پذیرش مسافر همیشه بسیار طولانی انجام می شود و پرسنل اون صبر و شکیبایی و آداب معاشرت و پرستیژ حرفه ایی که باید در هتل ها در رسپشن باشد را رعایت نمی‌کنند من یک مدیر تور های مسافرتی هستم که سالهاست با این مشکل هتل در تماسم
4,سلام ممنون همه چی خوب بود . فقط اگر یه سرویس رفت و برگشت به تهران داشتین خیلی بهتر می شد . سپاس
4,معقول
4,کنترل تلوزیون خراب بود کارکنان هم خیلی بی تفاوت و کم اهمیت برخوردمیکردن
3,برای بچه یک بالشت اضافه نیاز داشتم چندین بار به پذیرش زنگ زدم و یک ساعت طول کشید تا آوردند و اتاق هم سرد بود و صدای فن نمیزاشت که بخوابم سینک روشویی هم خراب بود
4,امکانات هتل کم بود چای ساز نداشت
4,سلام چرا وقتی اطاق دو تخته اجاره می شود فقط ا مکانات برای یک نفر گذاشته می شود
5,پرسنل پذیرش ۹۰ درصدشون خوش اخلاقن . پاسخگویی کافه و آشپزخانه کمی ضعیف بود. مسیر لوله های روشویی بسته بوده گاها ولی در کل اقامتی عالی بود و راضیم و دوباره‌میرم قطعا .اقامت ساعتی ها هم خیلی عالیه بخصوص موقع خروج از کشور که‌باعث میشه در مقصد از روز اول از سفر استفاده کنید
2,ماشین ما رو گفته بودند میذاریم داخل پارکینگ تا شما از ترکیه برگردید و پولش رو هم گرفتند ولی وقتی برگشتیم متوجه شدیم تمام مدت داخل حیاط بوده
5,"قابل دسترسى آسان از خروجى ترمينال، تميز و مجهز. فقط مقدارى در ميز پذيرش شلوغ هست و كاركنان بيشترى نياز هست."
5,"از همه نظر عالی بود، ما چون از شهرستان میایم همیشه خسته کننده‌میشد و نمیدونستیم که میشه ساعتی هم هتل رزرو کرد اگه میدونستیم قبلا هم‌اینکارو میکردم ، ممنون از شما و همکارانتون"
1,"نا هماهنگی افراد مجموعه،بدون برنامه بودن،رسیدگی بد به مسافران و تحویل اتاق،معطلی بسیار زیاد مسافران و به طور کل اصلا هتل خوبی نبود و مفت هم گرونه"
4,سلام نسبتا همه چیز خوب بود فقط مسول نظافت بدون هماهنگی وارد اتاق میشد و خیلی این کار زشت بود
5,همه چی عالی فقط لطفا در اتاق های رمیس هم کتری برقی لحاظ گردد
4,"برای استراحت مناسب بود. یک ایرادی که میتونم بگم این هست که برای تمیز کردن اتاق بدون اجازه در رو باز کردن و وارد اتاق شدن در حالی که ما خواب بودیم‌، به نظر من اصلا کارشون درست نبود. همینطور چک این در بخش پذیرش خیلی طول میکشه..."
4,پرسنل رسپشن نباید انقدر کم باشند که مهمانها معطل بشوند
3,بايد خدمتتان عرض كنم كه صبحانه طبق فرمودتون ساعت ٧ شروع ميشد ولي تا ساعت ٨ هنوز نان و وسايل نرسيده بود نا صبحانه سرو شود
4,"مجاورت با فرودگاه، مجاورت با دو بزرگراه تهران-قم و تهران-ساوه، تمیزی اطاق، سکوت، از مزایای هتل می باشد"
4,پنجره کثیف بود وبطور کلی هتل ویو مناسبی نداره ااما‌تمیزی‌و هتل و خدمات بسیار عالی بود در بخش رسپشن خیلی سرعت عمل پایین بود اما اگر‌باز به تهران سفر کنم حتما اینجا رو‌رزرو میکنم چون پاکیزگی و خدمات و قیمت کاملا مناسب بود
4,با این که رزرو کرده بودیم و پرداخت کرده بودیم. ناگهان در موقع ورود با ۱۵۰ چینی مواجه شدیم و پذیرش میگفت اولویت با چینی هاست بالاخره با کلی خواهش و دعوا بهمون اتاق دادن (کاپیتولاسیون)
1,رزرویشن اخلاق خیلی بد و بی تفاوت نسبت به مسافر. صدای راهروها بسیار زیاد- امکانات اتاق ۲ نفره فقط برای یک نفر تعبیه شده بود..!!!! فقط نزدیکی به فرودگاه و کیفیت ناهار عالی بود وگرنه هتل خیلی خیلی معمولی در حد مسافرخونه
4,پذیرش سریع انجام شد و خوش برخورد بودن توی اتاق های دونفره یک سرویس حمام گذاشته شده بود House keeping اتاقها خیلی زود شروع می شد تمیزی اتاقها خوب بود اتاق کناری با اینکه ساعت از یک شب گذشته بود و خارجی بودن بسیار پرسرو صدا و رفت و آمد بودند که مجبور به تذکر شدم
5,دسترسی به فرودگاه - از نظر بهداشتی و تمیزی اتاق ها - برخورد کارکنان عالی ولی زمان چک این و چک اوت اتاق ها زمان زیادی می برد ولی در کل راضی بودیم
4,کلا از اقامت اخیرم در هتل راضی نبودم! سفر قبلی من زمانی بود که هتل با نام آیبیس فعالیت می کرد که همه چیز بی نظیر بود و نظافت در حد عالی بود ولی اینبار هتل نام رمیس داشت و شنیدم مدیریت عوض شده و کلا اتاق به تمیزی سابق نبود
3,"امکانات داخل اتاق مثل دمپایی و حوله کسری داشت به دلیل تردد مسافران در طول شبانه روز و عایق بندی ضعیف صوتی، سر و صدای مزاحم زیاد داشت"
4,باسلام و احترام علی رغم زمان بسیار کوتاه اقامت در هتل و خستگی مسافران زمان طولانی برای چک این و چک آوت صرف می شود.و نداشتن شاتل از فرودگاه به هتل
5,"سرویس دهی خوب ، صبحانه عالی ، آرامش"
4,تلویزیون و سیستم مدیا کلاً خاموش بود
3,"با وجودی که اتاق دوتخته رو میفروشن ولی یک سرویس(دمپایی،مسواک و...) داخل اتاق بود و با وجودیکه با پذیرش تماس گرفتم برا اضافه کردن سرویس کسی اعتنایی نکرد در ضمن نظافت کلی اتاق هم خوب نبود و مثلا روی تلفن پر از گرد و خاک بود"
4,سلام هتل زیبا با اتاقهای قابل قبول اما نزدیک به یک ساعت انتظار برای مسافری که از قبل اتاق را رزرو کرده و خسته و هلاک برای استراحت ۴یا۵ ساعته در انتظار check inباشد واقعا خسته کننده است و ای کاش همانطور که از هتل به فرودگاه شاتل وجود دارد از فرودگاه به هتل هم این امکان باشد .
5,بسیار عالی برای اقامت موقت بین راهی
2,سلام رسیدگی کارکنان اصلا خوب نبود طرز برخورد بعضی کارکنان مناسب اون هتل نیست- ملحفه ها تعویض نشده بود..سینک دستشویی خراب بود.۳بار هم اعلام کردم ولی متاسفانه رسیدگی نشد..واسه اطاق دونفره فقط یک سرویس هست..هزینه های غذا وکافی شاپ هم که اصلا با کیفیت تطابق نداره... فقط هتله خوشگلیه همین
4,زمان زیاد جهت پذیرش
5,رزروشن اخلاق بدی داشتن .
3,وقت زیادی موقع چک‌این‌و چک ات تلف میشه. صبحانه سر وقت اماده نبود . خصوصا برای مسافرین و شارژ ساعتی که میکنید. کافی شاپ باید باز باشه یا ماشین برای مسافر صبح زود. ممنون
3,فقط چون نزدیک فرودگاهه وگرنه مزیت خاصی نداره
3,Body personnel کارکنان ضعیف و عدم امکانات در داخل اتاق ها
4,"فاصله خیلی کم، کارکنان مودب و مجرب، فضای دلنشین و اطاقهای تمیز. هتل خوب و خیلی نزدیک برای مراجعین فرودگاه امام"
4,"به صورت کلی از امکانات هتل راضی بودم، فضای بسیار زیبایی داشت و ارامش خیلی خوبی، مهم ترین نقطه ضعف مربوط به بخش پذیرش بود که خیلی فرایند چک این و چک اوت طول میکشید."
5,من اقامت ۱۰ ساعته داشتم هتل از همه نظر عالی بود
4,آب جوش و کتری برقی در اتاق موجود نبود ؛بقیع چیزها هتل اوکی بود
5,همه چیز خیلی خوب و صمیمانه در همه ابعاد قابل مشاهده بود و تنها ضعف موجود(به نظر من) اتلاف وقت زیاد(بی مورد)در هنگام چک این و چک آوت بود که به راحتی میتوان این مدت زمانی را کوتاه تر کرد و این موضوع به خصوص روی مسافرانی که جهت تشریفات پرواز باید به فرودگاه مراجعه کنند و یا در ترانزیت هستند و فرصت کوتاهی در بین پروازها دارند میتواند تأثیرگذار باشد.در مجموع من از اقامتم خشنود هستم و به همه پیشنهاد میکنم.به کارکنان هتل هم خسته نباشید میگم.
4,فقط چند مرتبه من درخواست یک پتو اضافه کردم برام نیاوردن
5,من رزرو ۵ ساعتی داشتم. چه از لحاظ قیمت و چه موقعیت و امکانات و همچنین واحد رزرواسیون عالی بود
5,"من برای ۱۰ ساعت توی هتل اقامت داشتم و به نظر من برای چند ساعت اقامت و رفع خستگی سفر، جای خیلی خوب و آروم و تمیزی بود.به نظر من برای افرادی که پرواز خارجی دارند و باید از شهرستانهای دور بیاند تهران و استرس اینو دارند که به موقع برسند به پروازشون جای خوبیه که برنامه سفرشون از شهرستان به تهران رو زودتر انجام بدند تا هم قبل از پروازشون یه استراحتی بکنند و هم اینکه استرس جا موندن از پرواز رو نداشته باشند ، ضمنا قیمتش هم مناسبه."
4,"از لحاظ دسترسی به فرودگاه عالی ، اتاقهای کوچک و تمیز ، صبحانه هم عالی"
5,"ما ده ساعت هتل رو براي اقامت رزرو كرديم كه پس از ورود به هتل سورپرايز شدم، هتلي زيبا و تميز و دلنشين.كارمنداني با ادب و بين المللي كه مانند كارمندان هتلهاي خارجي بودن.بهترين كاري كه انجام دادن رزرو ساعتي هتل هست كه كاري بسيار زيبا و بينظير هست.من اميدوارم همين شيوه رو ادامه بدن كه واقعا بهترين حالت براي ازامش چند ساعته مسافران هست.دست همه افراد دخيل درد نكنه."
5,من به مدت ۱۰ ساعت رزرو کردم از زمانی که به فرودگاه رسیدم باهماهنگی با پذیرش شاتل رایگان به استقبال ما آمد خدمه بسیار موادب و خوش برخورد ...چون ۱۰ ساعت بود صبحانه و رستوران استفاده نکردم پس نمی تونم نظر بدم
4,از بابت همه چی ممنون
5,همه چیز خوب
5,از کلیه بخش های هتل راضی بودم
5,تمیزی و بهداشت اتاق ها بیش از انتظار از هتل ۴ ستاره در ایران . صبحانه خوب و متنوع . کارکنان پذیرش مرد بسیار مسلط تر و کار راه اندازتر از بانوان . پرسنل رستوران صبحانه هم بسیارخوب. امکانات یا چرخ حمل چمدان به اطاق ها هیچ و هیچ
4,"هتل همه چيش عالي بود،،، فقط مشكلي كه داشت قسمت سينك دستشويي بود كه موقع استفاده از آن دچار گرفتگي ميشد اتاق شماره 408 اين مشكلو داشت."
5,همه چیز عالی بود
5,"باتوجه به پربودن ظرفیت رزرو پنج ساعته هتل ایبیس اینجانب در هتل نووتل پذیرش شدم ،این هتل پنج ستاره بسیار تمیز و مرتب بود. از سرویس صبحانه و غیره استفاده نکردم ولی بسیار علاقه مند به استفاده از هتل های مذکور هستم."
5,همه چيز عالي
4,خوب بود اما امکانات رفاهی اتاق کم بود برای یک ابجوش باید رفت لابی
5,awli
5,کارکنان هتل بسیار موقر و با شخصیت هستند و همه چیز اتاق خیلی بالاتر از انتظار بود تنها مشکل این بود که پنجره های اتاق باز نمیشن که باعث میشه حس محبوس بودن به مسافر دست بده...
2,تنها نقاط قوت دسترسی سریع به پرواز و تمیزی
5,تمیز مرتب و زیبا و پرسنلی خوش برخورد
5,perfect
4,کیفیت خوب خدمات و کارکنان
3,نسبتا مناسب
4,همه چیز عالی بود به استثنای 1: کنترل دمای گرمایش اتاق کار نمیکرد 2: تلویزیون مشکل اتصال به کانالها داشت 3: باطریهای کنترل تلویزیون خالی بود و کار نمیکرد
4,خیلی خوب و تمیز بود
4,درکل قابل قبول و راضی کننده بود
5,بسیار شیک و تمیز و خدمه ی محترم و خوش رفتار
5,رفتار همه کارکنان عالی و مناسب فضای تمیز و مرتب کیفیت صبحانه خوب بود ترانسفر رایگان و راحت بسیار گزینه خوبی برای رضایت مشتری هستش در مجموع نسبت قیمت و کیفیت کلی بسیار رضایت بخش هستش
4,"پرسنل بسيار عالي ، غذا و پرسنل رستوران عالي، هتل بسيار تميز و شيك ، ترانسفر رايگان تا فرودگاه اما متاسفانه امكانات اتاق ضعيف هست حتي يك كتري برقي جهت درست كردن چاي وجود نداشت يا يك اتو ، مسواك فقط يكي بود در حالي كه اتاق دو نفره بود. اما به طور كلي براي اقامت موقت قبل يا بعد سفر پيشنهاد مي كنم دوستان به اين هتل سر بزنند."
5,همه چی خوب و عالی
1,واقعا خیلی خیلی ناراضی بودم تا خود صبح اتاق سرد بود با اینکه سه بار تماس گرفتم و مطرح کردم اصلا توجهی نکردن برای اتاق های د‌ونفره امکانات تماما ناقص و برای یک نفر بود
5,سلام من یه شب موندم و راضی بودم از همه چیز از تمیزی اتاق و سرویس رایگان ترنسفر تا ترمینال فرودگاه و کیفیت غذا. البته رفتار پرسنل پذیرش در حد یک هتل حرفه ای نبود ولی بازم راضی بودم در کل و پیشنهاد میکنم قبل پرواز برید اونجا تا راحت برید سفر
5,من هتل با وجود اینکه خونه من نزدیک فرودگاه مهرآباد بود برای خواهرم رزرو کردم خیلی راضی بود از جهت اینکه نیازی به جا ب جایی چمدان و دردسر استرس تاکسی گرفتن نصف شب بیدار شدن نداره و با خیال راحت برای کسایی که قبل از سفر نگران اتفاقای پیش بینی نشده هستن بود
4,با سلام و احترام:پاکیزه گی بالاخص در ایام کرونا-پرسنل کارآزموده و فهیم_ترانسفر بسیار عالی -فضای آرام بخش از نقاط مثبت و عدم وجود چای ساز تنها نقطه منفی هتل از دیدگاه شخصی من می باشد.
4,من بسیار از همه چیز راضی بودم.
4,پرسنل هتل بسیار مودب و مهربان بودند هتل از دو بخش تشکیل شده بود ما یک شب در هتل ایبیس ۴ ستاره بودیم و شب بعد در نوتل که ۵ ستاره بود. صادقانه بخواهم بگویم در هتل ایبیس راحت تر بودیم اتاق هتل نوتل بسیار گرم بود تهویه نداشت سرویس یک نفره گذاشته بودند و چندین بار تماس گرفتم تا آوردند. رستوران هتل ها مشترک بود غذای عالی و قیمت مناسب داشت . در کل هتل خوبی بود و ما راضی بودیم. شاتل رایگان به فرودگاه هر ۲۰ دقیقه انجام میشد. فضا برای اضافه بارمون که نمیخواستم به اتاق ببرم عالی بود و مراقبت لازم انجام میشد.
4,اگه آینه کنار پریز برق باشه برای استفاده از اتوی مو خیلی بهتر میشد پیش آینه هیچ پریز برقی نیست
5,من برای یک شب اقامت داشتم. فضای هتل آرام و برخورد پرسنل هتل بسیار محترمانه بود.
4,"در کل خوب بود، برخورد پرسنل عالی... جای دنج و ارام، پارکینگ در دسترس"
5,همه چیز خوب و عالی بود
5,سلام من یک شب بودم ولی راضی بودم و بسیار خوشحالم و امکاناتش عالی بود.
5,همچی. عالی بود
5,پشتیبانی عالی داشت
4,برخورد کارکنان هتل خوب و مودبانه بود
4,خوش برخورد و آرام
5,کیفیت هتل ایبیس و نووتل در ایران بالاتر از مشابه آن در کشورهای دیگر است ولی کیفیت محیط پیرامونی بخصوص ضلع جنوبی هتل بسیار خشک و بی روح است
5,در کل خوب بود.
4,خوب بود برای چند ساعت مسافرم به دلیل نزدیکی به فرودگاه امام راضی بود
4,"خدمات و امکانات عاالی، برخورد پرسنل عاالی، ویوی استخر فوق العاده، تمیزی و شیکی اتاق متوسط، کیفیت غدا عااااالی باتوجه به قیمت انتظار اتاقهای تمیزتر و شیکتری داشتم"
4,"من اقامت ۵ ساعته در این هتل داشتم. رفتار پرسنل محترمانه و عالی بود. لابی شیک و دلباز و اتاق تمیز و قابل قبول بود. با توجه به قیمت خوب و نزدیکی به فرودگاه امام شخصا"" همیشه این هتل رو انتخاب میکنم"
5,همه چی بسیار تمیز و مرتب و بهداشتی بود
5,امکانات هتل در حد یک هتل ۴ستاره واقعی . فقط یه نکته رو میخوام عنوان کنم نمیدانم حرفم چقدر درست هست ولی مقدار غذایی که در سینی کباب و بشقاب دریایی بود کم بود و هزینه و باتوجه مقدار غذا کمی بالا احساس میشد . اما امکانات هتل هم از نظر برخورد پرسنل و البته فاصله کم تا فرودگاه و ترانسفر رایگان فرودگاهی و امکان رزرو اتاق به شکل کوتاه مدت و همچنین جنس فوق العاده شیرالات بسیار عالی بود
4,"اتاق کنار من سیگار میکشیدند و چون اتاق درب کانکت داشت و بو بسیار زیاد می آمد، اذیت کننده بود تعداد کارکنان برای ارایه خدمت کم بود"
4,"با تشکر از نظر سنجی شما ، از نظر من فقط غذا از سطح انتظار من پایین تر بود. ( با توجه به تصوری که از بدو ورود پیدا کردم) برخورد پرسنل عالی و بسیار دوستانه و محترمانه بود از نظر تمیزی و راحتی در سطح بسیار خوبی قرار داشت. ممنون از شما"
4,برخورد کارکنان هتل دوستانه بود. محطی هتل آرام بود. در کل برای استراحت خوب بود.
3,با سلام تلویزیون اتاق خراب بود بعد از مراجعه تکنسین ایراد برطرف نشد
2,متاسفانه اتاق مسافر مشکل سرمایش داشته و کارکنان اون رو رفع نکردن و مسافر شب تا صبح تو گرما گذرونده و دوم کیفیت پایین صبحانه در مقابل قیمت نسبتا بالا مسافر راضی نبود
4,"پذیرش و کارکنان هتل فوق العاده مودب، مهربان و دلسوز بودند."
4,از همه نظر خوب بود ممنونم
4,همه چیز از قیمت تا نظافت و زیبایی ظاهری هتل عالی بود فقط سه کمبود داشت اتاق زیر سیگاری نداشت حوله نداشت پنجره باز نمیشد
5,از هر نظر عالی و فوق العاده. بنده به کشورهای زیادی سفر کردم و در هتل های تاپ آنها اقامت داشتم ولی هتل شما از هر نظر بهترین است.ممنون از برخورد عالی پرسنل محترمتان و از محیط بسبار مطبوع و دلنشین هتل.
5,"هتل از نظر راحتی ، مهمانداری ، همکاری و غذا عالی و فوق العاده بود ، به شدت پیشنهاد میشود"
3,بعض شون خوب بودن وبعضی شون بنظر كلي بد نبودن
1,تختاش خیلی بد بود صدا میداد بالشهای غیر استاندار گردن درد گرفتیم هممون من قبلا مسافر نووتل بودم اون به نسبت خوب بود در حمام به داخل باز میشد خیلی کوچیک بود اتاق دو نفره معمولا پک دو نفره میدن نه یه نفر دو تا حوله بدن دو تا صورت دو تا شامپو سر و بدن ولی اینجا یه دونه بود اصلا بهش نمیاد که چهار ستارس من هتل ۳ ستارم‌رفتم حداقل یه چایی ساز تو اتاق بود
5,باسلام بنده چون از شهر دیگه میومدم و پرواز خارجی داشتم مجبور بودم حدود هفت ساعت زودتر از زمان مد نظر در فرودگاه امام باشم و واقعا رزرو ساعتی هتل ایبیس کمک بزرگی به استراحت و رفع خستگی ام کرد
4,خوب در حد كفايت
4,توصیه میشود
4,با سلام اتاق به نسبت خوبی بود و مرتب و تمیز به نظر من نظافت یکی از رکن های بسیار ضروریه هتله ممنون از همه عزیزان فقط امکان رزرو هتل برای ۳ نفر تو سایت چطوریه اگه میشه راهنمایی کنید
4,سلام و با عرض خسته نباشید خدمت شما...با توجه به کیفیت بالا در تمام موارد اعم از پرسنل فوق العاده و پاکیزگی و ...رستوران این هتل غذاهای بی کیفیتی دارد.و در شان یک هتل با این کیفیت نیست.
5,همه چیز خوب بود
5,خوب و قابل قبول
4,آرزوی سلامتی برای کارکنان
4,برای اقامت جهت نزدیک بودن به فرودگاه امام خمینی بسیار عالی . لوازم و وسایل اتاق تمیز و خوب . سرویس بهداشتی مطلوب . تهویه مطلوب . تنها معضل تعطیلی رستوران و یا نبود غذا پس از ده شب .
5,آرزوی سلامتی و موفقیت برای پرسنل هتل رو دارم.
4,عارضم خدمت شما من هتل شمارابرای یک شب اقامت رزرو کردم وهمچی خوب پیشرفت منظورم مراحل رزروبود وروزبعد من پروازداشتم به مقصدمالزی متاسفانه پروازمن ازمشهدبه تهران ازطرف ایرلاین لغوشد ومن نتونستم خودمو به هتل برسونم بعدمجبورشدم باقطارامدم تهران که دیگه وقت رزروهم تمام شده بودزنگ زدم هتل گفتند متاسفانه کنسلی نداره درصورتی که مقصرایرلاین بوده
4,"به دلیل یکی شده بودن پذیرش با نوووتل،خب برخوردهای مناسبی هم داشتند.صبحانه هم حد متوسط بود.بقیه چیزا خوب"
4,متوسط بود
4,اینکه پرسنل خوش برخورد و کارگاه اندازی داشت .
5,همه چیز واقعا عالی و بینظیر بود ممنونم از کادر هتل
5,اول از همه بر خورد بسیار عالی پرسونل نظر ما را به خود جلب کرد. و بعد تمیزی و راحتی هتل و رسیدگی سریع پرسونل هتل بسیار خوب بود. و بعد رستوران و بوفه رستوران بسیار عالی بود.
5,هتلی بسیار تمیز و مرتب در موقعیت مکانی مناسب جهت مسافرین که قصد عزیمت از فرودگاه امام را دارند با کارکنانی کاردان و محترم. دارای سرویس رفت و برگشت به فرودگاه امام. صبحانه مفصل با دیزاین عالی
5,"١ روز اقامت داشتم ، برهورد پرسنل فوق العاده بود و همچنين سرويس دهي خيلي خوبي داشتن. يكي از مورد علاقه هام شد و حتما تو سفراي بعدي هم ان شاالله مراجعه ميكنم"
5,باسلام هتل از همه نظر خوب بود وگروه پذیرش آن افراد خوش اخلاق وکار راه اندازی بودند از همکاری این گروه تشکر مینمایم
4,موقعیت بسیار مناسب واسه پروازهای ترانزیتی ...
5,هتل عالی ولی کاش شعبات بیشتری در سطح شهرهای بزرگ میداشت
5,آپشن اتاق ۶ ساعته عالی بود. برخورد رسیپشن خیلی خوب و دوستانه بود
4,به کسانی که پرواز طولانی در صبح زود دارن توصیه میشه. شب قبل از پرواز میشه از استخر و سونا و جکوزی هتل به طور رایگان استفاده کرد.
5,باسلام من یک شب در هتل ایبیس اقامت داشتم و کاملا از امکانات هتل و پرسنل راضی بودم.
5,طبق روال همیشه از نظافت و برخورد عالی پرسنل و احترام و همکاری و توجه به خواسته مهمانان همگی در حد عالی بود .
4,يه جاي خوب با موقعيت عالي نسبت به فرودگاه اگه يه مسافرت طولاني در پيش داريد .
5,برای کسانی در ساعات اولیه صبح پرواز دارن و از شهرستان میان خیلی توصیه میکنم ضمن اینکه اینترنت داخل لابی رایگان و بسیار پرسرعت هست وبرای من که خیلی خیلی مفید بود چون تمام آهنگهای mp3 player پاک شده بود و اونجا تونستم همرو دانلود کنم واقعا عالی
5,از نظر نزدیکی به فرودگاه امام خمینی و تمیزی و آرامش بسیار گزینه ایده آلی بود مخصوصا اینکه امکان رزرو اقامت ۶ ساعته هم وجود داشت.
5,این هتل یک برند بین المللی است و به نظرم بهتر بود که در مراکز شهرهای بزرگ ایران هم شعبه داشته باشد. به نظر بنده قیمت آن نسبت به هتل تا حدی مناسب است ولی نسبت به مو قعیت مکانی بالا است/
5,یک جای خوب و موقعیت هتل برای جلوگیری از تنش‌های قبل و بعد از سفر بسیار عالیه امکانات پارکینگ هتل هم بسیار عالی هست
5,كارمند خوش برخورد
5,"اقامت 6 ساعته در هتل داشتم و از هتل خیلی راضی بودم. پرسنل خیلی مودب و خوش برخوردی داشت، امکانات هتل عالی بود. نزدیک بودن به فرودگاه و داشتن سرویس رایگان به فرودگاه یکی از مزیت های این هتل هست."
3,متاسفانه سیفون خراب بود
4,من ۶ساعت اونجا بودم فقط
4,در کل هتل خوبی ولی اقامت من در حد چند ساعت بود و نظر دقیق نمیتونم بدم
4,خوب
5,کارکنان بسیار مجرب و خوش اخلاق به همراه سرویس دهی عالی
3,"پذیرش کند، اتاق معمولی با قیمت همسان با اتاق های خوب هتل های خوب"
4,خوب
5,"همه پرسنل عالی ولی چون فقط یک شب اونم خیلی دیر وقت رسیدیم هتل و فردا صبح زود هم از هتل خارج شدیم فرصت زیادی نداشتیم ولی خیلی دوست داشتم بیشتر اونجا بمونم و اینکه کمتر هتلی هست که این حس ارامش رو به مسافر بده ، با تشکر از مدیریت و کلیه پرسنل"
4,"همه چه خوب و سوريي دهى سر وقت انجام شد، رفتار پرسنل خيلى خوب و با احترام بود. بهترين قسمت هتل نزديكى به فرودگاه هست."
4,همه چیز خوب فقط روتختی راعوض نکرده بودند.
4,هتلی خوب و محیطی آرام و بسیار نزدیک به فرودگاه امام
5,هتل خوب
4,"هتل خیلی خوب بی سرو صدا و واقعا راحت برای استراحت قبل و بعد از سفر،تنها مورد این بود که ما سعی کردیم پیاده از فردوگاه به هتل بیام چون تابلوی راهنمایی نبود کلی راه رفتیم و سر از پشت هتل در آوردیم ."
5,برخورد بسیار خوب و محترمانه و بخشهای هتل مرتب و منظم
5,عالی
5,هتل خوب و تمیز و عالی هست کارکنان خیلی مودب و خوش برخوردی دارد.
5,هتل خوبی است و مخصوصا نزدیکی به فرودگاه امام بزرگترین حسن ان است
4,خوب بود
5,همه چی عالی بود فقط باید هنگام پذیرش سوال شود که مهمان سیگاری هست یا نه که در صورت سیگاری بودن مهمان اتاق مخصوص افراد سیگاری ارائه شود.در سرویس حمام خمیر دندان هم موجود نبود ولی پس از درخواست از پرسنل سریعا پک مسواک و خمیر دندان ارائه شد
5,از نظر من همه چیز خوب وعالی بود فقط اگر بخش room service هم در ایبیس فعال شود عالی میشود
5,هتل بسیار خوب و نزدیک فرودگاه. کافی شاپ خوب و غذای خوب قبل از پرواز
4,اما سرویس چایی نداشت
5,همه چيز عالي و برخورد كاركنان بسيار عالي بودودر سفرهاي بعدي قطعا اين هتل را انتخاب ميكنم
4,رفتار پرسنل و همکاری آنان در مورد درخواست‌های ما بسیار خوب و شایسته تقدیر است. مشکل در طراحی و عایق بندی صوتی این هتل است . کسی که جهت اقامت یک شب در این هتل هزینه می‌کند انتظار دارد نحوه عایق بندی در و دیوار به گونه‌ای باشد که ورود و خروج سایر مسافران در هر ساعت از شبانه روز مخل آسایش و استراحت دیگران نشود. چنین شرایطی به هیچ وجه در هتل ایبیس فراهم نیست!
4,همچی خوب بود
5,هتل ۵ستاره واقعی مثل مردمش
3,کیفیت صبحانه متوسط
5,عالی
4,هتل بسیار لوکس و تمیزی هستش اتاقهای بسیار قشنگ و مرتب و پاکیزه داره لوکیشن خیلی خوبی داره و بودن مرکز خرید در کنارش امتیاز مثبتی به حساب میاد صبحانه هتل متنوع هستش اما کیفیتش خیلی معمولی هستش و خیلی تو ذوق می زنه با اینکه فضای پارکینگ بزرگی روبرو داره پارک کردن معمولا خیلی سخته چون همیشه کلی ماشین پارک هستش که بیشترشون هم محلی هستن پرسنل خدمات دم ورودی هتل بسیار مودب و همراه هستن اما اکثر اوقات یا کم هستن یا نیستن نظافت اتاقها بسیار عالی هستش اما سیستم گرمایش اتاق خیلی خوب و سریع عمل نمی کنه کافی شاپ خیلی خوبی داره اما قیمتهای آن بسیار گران هستش این بار دومی هستش که من اینجا اومدم دفعه اول بسیار عالی بوداما متاسفانه نسبت به دفعه قبل در جزییات خیلی پسرفت داشته
5,همه چی عالی و درجه یک.برای اولین بار بود که تبریز میرفتم.اقامت در این هتل خاطره بسیار خوبی از این سفر برام ساخت.صبحانه بسیار متنوع.اتاقها و سرویس دهی بسیار عالی.دسترسی بسیار راحت از داخل هتل به مرکز تجاری یکی از بهترین امکانات این هتل بود.ممنون از پرسنل هتل لاله پارک و سایت ایران هتل.
4,هميشه اين هتل براى اقامت تبريز انتخاب ميكنم و بسيار راضى هستم
5,عالی
5,"دسترسي سريع به مركز خريد لاله پارك، موقعيت هتل ،امنيت نظافت اتاق ها جز شيشه هاي نما ،و امكانات به جز بخش رستوران در حد هتل پنج ستاره عالي بود"
5,"تمیز، شیک و مدرن، با امکانات و صبحانه‌ی عالی توصیه میکنم🥰"
